,state,date,Gst ( goods and service tax ) payers registered,Payer eligible for gst ( goods and service tax ) registration,Gst ( goods and service tax ) return type
2654,madhya pradesh,2018-06-01,286758.0,322204.0,GSTR-1
2655,madhya pradesh,2018-06-01,296128.0,322204.0,GSTR-3
2656,madhya pradesh,2018-07-01,93603.0,141043.0,GSTR-1
2657,madhya pradesh,2018-07-01,300057.0,325000.0,GSTR-3
2658,madhya pradesh,2018-08-01,94141.0,135990.0,GSTR-1
2659,madhya pradesh,2018-08-01,303970.0,327986.0,GSTR-3
2660,madhya pradesh,2018-09-01,297227.0,328946.0,GSTR-1
2661,madhya pradesh,2018-09-01,307553.0,328946.0,GSTR-3
2662,madhya pradesh,2018-10-01,95413.0,131546.0,GSTR-1
2663,madhya pradesh,2018-10-01,311884.0,332480.0,GSTR-3
2664,madhya pradesh,2018-11-01,95520.0,128868.0,GSTR-1
2665,madhya pradesh,2018-11-01,311666.0,334405.0,GSTR-3
2666,madhya pradesh,2018-12-01,305185.0,335747.0,GSTR-1
2667,madhya pradesh,2018-12-01,314560.0,335747.0,GSTR-3
2668,madhya pradesh,2019-01-01,96493.0,125246.0,GSTR-1
2669,madhya pradesh,2019-01-01,317889.0,338656.0,GSTR-3
2670,madhya pradesh,2019-02-01,96627.0,123206.0,GSTR-1
2671,madhya pradesh,2019-02-01,320742.0,341978.0,GSTR-3
2672,madhya pradesh,2019-03-01,311559.0,346732.0,GSTR-1
2673,madhya pradesh,2019-03-01,323833.0,346732.0,GSTR-3
2674,madhya pradesh,2019-04-01,102287.0,177325.0,GSTR-1
2675,madhya pradesh,2019-04-01,322450.0,348621.0,GSTR-3
2676,madhya pradesh,2019-05-01,102301.0,166338.0,GSTR-1
2677,madhya pradesh,2019-05-01,324086.0,351108.0,GSTR-3
2678,madhya pradesh,2019-06-01,316994.0,353290.0,GSTR-1
2679,madhya pradesh,2019-06-01,325844.0,353290.0,GSTR-3
2680,madhya pradesh,2019-07-01,103172.0,149791.0,GSTR-1
2681,madhya pradesh,2019-07-01,328281.0,356965.0,GSTR-3
2682,madhya pradesh,2019-08-01,103572.0,145173.0,GSTR-1
2683,madhya pradesh,2019-08-01,330185.0,358593.0,GSTR-3
2684,madhya pradesh,2019-09-01,323685.0,359995.0,GSTR-1
2685,madhya pradesh,2019-09-01,332388.0,359995.0,GSTR-3
2686,madhya pradesh,2019-10-01,104802.0,142536.0,GSTR-1
2687,madhya pradesh,2019-10-01,335177.0,361943.0,GSTR-3
2688,madhya pradesh,2019-11-01,106436.0,138001.0,GSTR-1
2689,madhya pradesh,2019-11-01,337620.0,362211.0,GSTR-3
2690,madhya pradesh,2019-12-01,327785.0,354752.0,GSTR-1
2691,madhya pradesh,2019-12-01,339913.0,354752.0,GSTR-3
2692,madhya pradesh,2020-01-01,106032.0,121996.0,GSTR-1
2693,madhya pradesh,2020-01-01,341856.0,347413.0,GSTR-3
2694,madhya pradesh,2020-02-01,105235.0,118866.0,GSTR-1
2695,madhya pradesh,2020-02-01,344084.0,348074.0,GSTR-3
2696,madhya pradesh,2020-03-01,322055.0,351474.0,GSTR-1
2697,madhya pradesh,2020-03-01,346068.0,351474.0,GSTR-3
2698,madhya pradesh,2020-04-01,111883.0,350378.0,GSTR-1
2699,madhya pradesh,2020-04-01,342743.0,351098.0,GSTR-3
2700,madhya pradesh,2020-05-01,112146.0,322626.0,GSTR-1
2701,madhya pradesh,2020-05-01,343013.0,350849.0,GSTR-3
2702,madhya pradesh,2020-06-01,326610.0,353115.0,GSTR-1
2703,madhya pradesh,2020-06-01,345369.0,353115.0,GSTR-3
2704,madhya pradesh,2020-07-01,114015.0,166950.0,GSTR-1
2705,madhya pradesh,2020-07-01,349726.0,360296.0,GSTR-3
2706,madhya pradesh,2020-08-01,114562.0,161498.0,GSTR-1
2707,madhya pradesh,2020-08-01,353118.0,365792.0,GSTR-3
2708,madhya pradesh,2020-09-01,335089.0,374326.0,GSTR-1
2709,madhya pradesh,2020-09-01,357119.0,374326.0,GSTR-3
2710,madhya pradesh,2020-10-01,116530.0,155463.0,GSTR-1
2711,madhya pradesh,2020-10-01,360907.0,378033.0,GSTR-3
2712,madhya pradesh,2020-11-01,117448.0,151258.0,GSTR-1
2713,madhya pradesh,2020-11-01,363876.0,379234.0,GSTR-3
2714,madhya pradesh,2020-12-01,344626.0,378853.0,GSTR-1
2715,madhya pradesh,2020-12-01,367049.0,378853.0,GSTR-3
2716,madhya pradesh,2021-01-01,150512.0,171744.0,GSTR-1
2717,madhya pradesh,2021-01-01,162506.0,171701.0,GSTR-3
2718,madhya pradesh,2021-02-01,154573.0,169380.0,GSTR-1
2719,madhya pradesh,2021-02-01,166915.0,169194.0,GSTR-3
2720,madhya pradesh,2021-03-01,353029.0,378386.0,GSTR-1
2721,madhya pradesh,2021-03-01,376067.0,378386.0,GSTR-3
2722,madhya pradesh,2021-04-01,173171.0,185661.0,GSTR-1
2723,madhya pradesh,2021-04-01,182927.0,185661.0,GSTR-3
2724,madhya pradesh,2021-05-01,173389.0,186389.0,GSTR-1
2725,madhya pradesh,2021-05-01,183307.0,186389.0,GSTR-3
2726,madhya pradesh,2021-06-01,356593.0,382231.0,GSTR-1
2727,madhya pradesh,2021-06-01,377048.0,382231.0,GSTR-3
2728,madhya pradesh,2021-07-01,169893.0,184231.0,GSTR-1
2729,madhya pradesh,2021-07-01,179371.0,184231.0,GSTR-3
2730,madhya pradesh,2021-08-01,173831.0,187639.0,GSTR-1
2731,madhya pradesh,2021-08-01,184050.0,187639.0,GSTR-3
2732,madhya pradesh,2021-09-01,362806.0,392348.0,GSTR-1
2733,madhya pradesh,2021-09-01,385827.0,392348.0,GSTR-3
2734,madhya pradesh,2021-10-01,169952.0,183147.0,GSTR-1
2735,madhya pradesh,2021-10-01,179487.0,183147.0,GSTR-3
2736,madhya pradesh,2021-11-01,173428.0,187303.0,GSTR-1
2737,madhya pradesh,2021-11-01,182931.0,187303.0,GSTR-3
2738,madhya pradesh,2021-12-01,369106.0,402574.0,GSTR-1
2739,madhya pradesh,2021-12-01,391876.0,402574.0,GSTR-3
2740,madhya pradesh,2022-01-01,172228.0,187080.0,GSTR-1
2741,madhya pradesh,2022-01-01,181129.0,187080.0,GSTR-3
2742,madhya pradesh,2022-02-01,175375.0,189893.0,GSTR-1
2743,madhya pradesh,2022-02-01,184703.0,189893.0,GSTR-3
2744,madhya pradesh,2022-03-01,360581.0,410654.0,GSTR-1
2745,madhya pradesh,2022-03-01,388316.0,410654.0,GSTR-3
2746,madhya pradesh,2022-04-01,168449.0,191998.0,GSTR-1
2747,madhya pradesh,2022-04-01,177707.0,191998.0,GSTR-3
2748,madhya pradesh,2022-05-01,163466.0,196288.0,GSTR-1
2749,madhya pradesh,2022-05-01,171364.0,196288.0,GSTR-3
2750,gujarat,2017-07-01,539878.0,564539.0,GSTR-1
2751,gujarat,2017-07-01,555600.0,564539.0,GSTR-3
2752,lakshadweep,2019-02-01,157.0,202.0,GSTR-3
2753,gujarat,2017-08-01,204334.0,224696.0,GSTR-1
2754,gujarat,2017-08-01,630530.0,641658.0,GSTR-3
2755,gujarat,2017-09-01,655419.0,682019.0,GSTR-1
2756,gujarat,2017-09-01,671653.0,682019.0,GSTR-3
2757,gujarat,2017-10-01,212414.0,225967.0,GSTR-1
2758,gujarat,2017-10-01,662806.0,673475.0,GSTR-3
2759,goa,2018-01-01,25065.0,26753.0,GSTR-3
2760,gujarat,2017-11-01,216124.0,228262.0,GSTR-1
2761,gujarat,2017-11-01,674875.0,688205.0,GSTR-3
2762,gujarat,2017-12-01,677811.0,698869.0,GSTR-1
2763,gujarat,2017-12-01,684517.0,698869.0,GSTR-3
2764,gujarat,2018-01-01,218375.0,232401.0,GSTR-1
2765,gujarat,2018-01-01,696777.0,712579.0,GSTR-3
2766,gujarat,2018-02-01,219360.0,234200.0,GSTR-1
2767,gujarat,2018-02-01,707170.0,723682.0,GSTR-3
2768,gujarat,2018-03-01,707697.0,733311.0,GSTR-1
2769,gujarat,2018-03-01,716325.0,733311.0,GSTR-3
2770,gujarat,2018-04-01,227024.0,313968.0,GSTR-1
2771,gujarat,2018-04-01,723138.0,763767.0,GSTR-3
2772,lakshadweep,2019-03-01,146.0,210.0,GSTR-1
2773,gujarat,2018-05-01,228754.0,329706.0,GSTR-1
2774,gujarat,2018-05-01,735076.0,790674.0,GSTR-3
2775,gujarat,2018-06-01,735561.0,801034.0,GSTR-1
2776,gujarat,2018-06-01,744177.0,801034.0,GSTR-3
2777,gujarat,2018-07-01,231593.0,331018.0,GSTR-1
2778,gujarat,2018-07-01,751753.0,811485.0,GSTR-3
2779,goa,2018-02-01,10415.0,11924.0,GSTR-1
2780,gujarat,2018-08-01,232732.0,322207.0,GSTR-1
2781,gujarat,2018-08-01,760982.0,819064.0,GSTR-3
2782,gujarat,2018-09-01,758025.0,823883.0,GSTR-1
2783,gujarat,2018-09-01,767764.0,823883.0,GSTR-3
2784,gujarat,2018-10-01,235097.0,309633.0,GSTR-1
2785,gujarat,2018-10-01,773591.0,827687.0,GSTR-3
2786,lakshadweep,2019-03-01,161.0,210.0,GSTR-3
2787,gujarat,2018-11-01,235469.0,305879.0,GSTR-1
2788,gujarat,2018-11-01,774183.0,833066.0,GSTR-3
2789,gujarat,2018-12-01,775107.0,838229.0,GSTR-1
2790,gujarat,2018-12-01,782607.0,838229.0,GSTR-3
2791,gujarat,2019-01-01,237151.0,298136.0,GSTR-1
2792,gujarat,2019-01-01,788448.0,846900.0,GSTR-3
2793,gujarat,2019-02-01,237503.0,294597.0,GSTR-1
2794,gujarat,2019-02-01,795286.0,854421.0,GSTR-3
2795,gujarat,2019-03-01,790403.0,864165.0,GSTR-1
2796,gujarat,2019-03-01,802378.0,864165.0,GSTR-3
2797,gujarat,2019-04-01,250582.0,399204.0,GSTR-1
2798,gujarat,2019-04-01,798587.0,869012.0,GSTR-3
2799,lakshadweep,2019-04-01,82.0,176.0,GSTR-1
2800,gujarat,2019-05-01,250897.0,382894.0,GSTR-1
2801,gujarat,2019-05-01,804884.0,871303.0,GSTR-3
2802,gujarat,2019-06-01,802197.0,877062.0,GSTR-1
2803,gujarat,2019-06-01,809962.0,877062.0,GSTR-3
2804,gujarat,2019-07-01,252820.0,340947.0,GSTR-1
2805,gujarat,2019-07-01,816092.0,881026.0,GSTR-3
2806,goa,2019-01-01,11337.0,16274.0,GSTR-1
2807,gujarat,2019-08-01,253547.0,329795.0,GSTR-1
2808,gujarat,2019-08-01,820647.0,884173.0,GSTR-3
2809,gujarat,2019-09-01,817444.0,884817.0,GSTR-1
2810,gujarat,2019-09-01,825709.0,884817.0,GSTR-3
2811,gujarat,2019-10-01,255613.0,320380.0,GSTR-1
2812,gujarat,2019-10-01,829455.0,888089.0,GSTR-3
2813,lakshadweep,2019-04-01,161.0,213.0,GSTR-3
2814,gujarat,2019-11-01,257951.0,311565.0,GSTR-1
2815,gujarat,2019-11-01,833317.0,887648.0,GSTR-3
2816,gujarat,2019-12-01,831665.0,877839.0,GSTR-1
2817,gujarat,2019-12-01,841623.0,877839.0,GSTR-3
2818,gujarat,2020-01-01,259396.0,297941.0,GSTR-1
2819,gujarat,2020-01-01,847219.0,881788.0,GSTR-3
2820,gujarat,2020-02-01,259970.0,294413.0,GSTR-1
2821,gujarat,2020-02-01,853075.0,886741.0,GSTR-3
2822,gujarat,2020-03-01,837500.0,893063.0,GSTR-1
2823,gujarat,2020-03-01,856676.0,893063.0,GSTR-3
2824,gujarat,2020-04-01,294396.0,891331.0,GSTR-1
2825,gujarat,2020-04-01,845441.0,892394.0,GSTR-3
2826,lakshadweep,2019-05-01,86.0,175.0,GSTR-1
2827,gujarat,2020-05-01,294709.0,840037.0,GSTR-1
2828,gujarat,2020-05-01,845622.0,888497.0,GSTR-3
2829,gujarat,2020-06-01,835906.0,888717.0,GSTR-1
2830,gujarat,2020-06-01,849784.0,888717.0,GSTR-3
2831,gujarat,2020-07-01,298754.0,410545.0,GSTR-1
2832,gujarat,2020-07-01,858395.0,899174.0,GSTR-3
2833,goa,2019-05-01,11786.0,20779.0,GSTR-1
2834,gujarat,2020-08-01,300655.0,395753.0,GSTR-1
2835,gujarat,2020-08-01,866774.0,909355.0,GSTR-3
2836,gujarat,2020-09-01,861046.0,919225.0,GSTR-1
2837,gujarat,2020-09-01,876056.0,919225.0,GSTR-3
2838,gujarat,2020-10-01,304639.0,374721.0,GSTR-1
2839,gujarat,2020-10-01,884210.0,928340.0,GSTR-3
2840,lakshadweep,2019-05-01,164.0,216.0,GSTR-3
2841,gujarat,2020-11-01,306891.0,367134.0,GSTR-1
2842,gujarat,2020-11-01,891798.0,932930.0,GSTR-3
2843,gujarat,2020-12-01,888701.0,933808.0,GSTR-1
2844,gujarat,2020-12-01,900709.0,933808.0,GSTR-3
2845,gujarat,2021-01-01,433918.0,471208.0,GSTR-1
2846,gujarat,2021-01-01,443042.0,471009.0,GSTR-3
2847,gujarat,2021-02-01,445879.0,469534.0,GSTR-1
2848,gujarat,2021-02-01,453843.0,469149.0,GSTR-3
2849,gujarat,2021-03-01,913616.0,935950.0,GSTR-1
2850,gujarat,2021-03-01,921342.0,935950.0,GSTR-3
2851,gujarat,2021-04-01,532884.0,554520.0,GSTR-1
2852,gujarat,2021-04-01,537593.0,554520.0,GSTR-3
2853,lakshadweep,2019-06-01,160.0,219.0,GSTR-1
2854,gujarat,2021-05-01,537843.0,558618.0,GSTR-1
2855,gujarat,2021-05-01,542467.0,558618.0,GSTR-3
2856,gujarat,2021-06-01,922363.0,943614.0,GSTR-1
2857,gujarat,2021-06-01,928331.0,943614.0,GSTR-3
2858,gujarat,2021-07-01,546963.0,563773.0,GSTR-1
2859,gujarat,2021-07-01,550912.0,563773.0,GSTR-3
2860,goa,2020-04-01,12824.0,35971.0,GSTR-1
2861,gujarat,2021-08-01,552215.0,571583.0,GSTR-1
2862,gujarat,2021-08-01,556974.0,571583.0,GSTR-3
2863,gujarat,2021-09-01,936217.0,961057.0,GSTR-1
2864,gujarat,2021-09-01,942175.0,961057.0,GSTR-3
2865,gujarat,2021-10-01,547671.0,565645.0,GSTR-1
2866,gujarat,2021-10-01,552348.0,565645.0,GSTR-3
2867,lakshadweep,2019-06-01,165.0,219.0,GSTR-3
2868,gujarat,2021-11-01,553023.0,569536.0,GSTR-1
2869,gujarat,2021-11-01,556963.0,569536.0,GSTR-3
2870,gujarat,2021-12-01,945344.0,971221.0,GSTR-1
2871,gujarat,2021-12-01,950587.0,971221.0,GSTR-3
2872,gujarat,2022-01-01,555901.0,571074.0,GSTR-1
2873,gujarat,2022-01-01,560076.0,571074.0,GSTR-3
2874,gujarat,2022-02-01,564847.0,575700.0,GSTR-1
2875,gujarat,2022-02-01,568320.0,575700.0,GSTR-3
2876,gujarat,2022-03-01,953987.0,986775.0,GSTR-1
2877,gujarat,2022-03-01,956560.0,986775.0,GSTR-3
2878,gujarat,2022-04-01,562599.0,586507.0,GSTR-1
2879,gujarat,2022-04-01,563940.0,586507.0,GSTR-3
2880,lakshadweep,2019-07-01,87.0,179.0,GSTR-1
2881,gujarat,2022-05-01,561541.0,594451.0,GSTR-1
2882,gujarat,2022-05-01,554090.0,594451.0,GSTR-3
2883,maharashtra,2017-07-01,863251.0,914892.0,GSTR-1
2884,maharashtra,2017-07-01,902323.0,914892.0,GSTR-3
2885,maharashtra,2017-08-01,296636.0,336894.0,GSTR-1
2886,maharashtra,2017-08-01,987150.0,1006222.0,GSTR-3
2887,lakshadweep,2019-07-01,169.0,224.0,GSTR-3
2888,maharashtra,2017-09-01,1002966.0,1060520.0,GSTR-1
2889,maharashtra,2017-09-01,1042163.0,1060520.0,GSTR-3
2890,maharashtra,2017-10-01,308016.0,338572.0,GSTR-1
2891,maharashtra,2017-10-01,1032567.0,1054857.0,GSTR-3
2892,maharashtra,2017-11-01,312931.0,341709.0,GSTR-1
2893,maharashtra,2017-11-01,1047218.0,1076657.0,GSTR-3
2894,maharashtra,2017-12-01,1041419.0,1094504.0,GSTR-1
2895,maharashtra,2017-12-01,1061279.0,1094504.0,GSTR-3
2896,maharashtra,2018-01-01,315997.0,348478.0,GSTR-1
2897,maharashtra,2018-01-01,1077804.0,1114066.0,GSTR-3
2898,maharashtra,2018-02-01,317665.0,352081.0,GSTR-1
2899,maharashtra,2018-02-01,1094648.0,1133258.0,GSTR-3
2900,maharashtra,2018-03-01,1085693.0,1148243.0,GSTR-1
2901,maharashtra,2018-03-01,1108898.0,1148243.0,GSTR-3
2902,maharashtra,2018-04-01,322468.0,555732.0,GSTR-1
2903,maharashtra,2018-04-01,1116907.0,1232934.0,GSTR-3
2904,maharashtra,2018-05-01,325065.0,576385.0,GSTR-1
2905,maharashtra,2018-05-01,1135404.0,1268548.0,GSTR-3
2906,maharashtra,2018-06-01,1123297.0,1291465.0,GSTR-1
2907,maharashtra,2018-06-01,1149683.0,1291465.0,GSTR-3
2908,maharashtra,2018-07-01,329560.0,567427.0,GSTR-1
2909,maharashtra,2018-07-01,1161119.0,1304709.0,GSTR-3
2910,maharashtra,2018-08-01,331093.0,554725.0,GSTR-1
2911,maharashtra,2018-08-01,1172765.0,1322652.0,GSTR-3
2912,maharashtra,2018-09-01,1154246.0,1322160.0,GSTR-1
2913,maharashtra,2018-09-01,1182971.0,1322160.0,GSTR-3
2914,maharashtra,2018-10-01,335475.0,528657.0,GSTR-1
2915,maharashtra,2018-10-01,1192191.0,1336822.0,GSTR-3
2916,maharashtra,2018-11-01,335907.0,520551.0,GSTR-1
2917,maharashtra,2018-11-01,1188519.0,1349209.0,GSTR-3
2918,maharashtra,2018-12-01,1179063.0,1349417.0,GSTR-1
2919,maharashtra,2018-12-01,1200747.0,1349417.0,GSTR-3
2920,maharashtra,2019-01-01,339648.0,479560.0,GSTR-1
2921,maharashtra,2019-01-01,1210704.0,1347780.0,GSTR-3
2922,maharashtra,2019-02-01,340498.0,474262.0,GSTR-1
2923,maharashtra,2019-02-01,1220273.0,1364152.0,GSTR-3
2924,maharashtra,2019-03-01,1197019.0,1384075.0,GSTR-1
2925,maharashtra,2019-03-01,1228463.0,1384075.0,GSTR-3
2926,maharashtra,2019-04-01,357519.0,705207.0,GSTR-1
2927,maharashtra,2019-04-01,1213346.0,1389687.0,GSTR-3
2928,maharashtra,2019-05-01,357656.0,678572.0,GSTR-1
2929,maharashtra,2019-05-01,1218727.0,1398033.0,GSTR-3
2930,maharashtra,2019-06-01,1203021.0,1405014.0,GSTR-1
2931,maharashtra,2019-06-01,1223641.0,1405014.0,GSTR-3
2932,maharashtra,2019-07-01,361500.0,600814.0,GSTR-1
2933,maharashtra,2019-07-01,1231281.0,1409335.0,GSTR-3
2934,maharashtra,2019-08-01,362887.0,577797.0,GSTR-1
2935,maharashtra,2019-08-01,1236333.0,1413902.0,GSTR-3
2936,maharashtra,2019-09-01,1224458.0,1416919.0,GSTR-1
2937,maharashtra,2019-09-01,1243520.0,1416919.0,GSTR-3
2938,maharashtra,2019-10-01,366374.0,553324.0,GSTR-1
2939,maharashtra,2019-10-01,1249802.0,1419473.0,GSTR-3
2940,maharashtra,2019-11-01,370655.0,528988.0,GSTR-1
2941,maharashtra,2019-11-01,1257993.0,1415447.0,GSTR-3
2942,maharashtra,2019-12-01,1237513.0,1379433.0,GSTR-1
2943,maharashtra,2019-12-01,1267984.0,1379433.0,GSTR-3
2944,maharashtra,2020-01-01,370369.0,465114.0,GSTR-1
2945,maharashtra,2020-01-01,1273772.0,1370415.0,GSTR-3
2946,maharashtra,2020-02-01,369750.0,457177.0,GSTR-1
2947,maharashtra,2020-02-01,1280171.0,1375391.0,GSTR-3
2948,maharashtra,2020-03-01,1217652.0,1380633.0,GSTR-1
2949,maharashtra,2020-03-01,1279364.0,1380633.0,GSTR-3
2950,maharashtra,2020-04-01,401708.0,1377801.0,GSTR-1
2951,maharashtra,2020-04-01,1259867.0,1379682.0,GSTR-3
2952,maharashtra,2020-05-01,402088.0,1292614.0,GSTR-1
2953,maharashtra,2020-05-01,1259864.0,1370063.0,GSTR-3
2954,maharashtra,2020-06-01,1219363.0,1376699.0,GSTR-1
2955,maharashtra,2020-06-01,1265262.0,1376699.0,GSTR-3
2956,maharashtra,2020-07-01,407441.0,745641.0,GSTR-1
2957,maharashtra,2020-07-01,1272526.0,1386159.0,GSTR-3
2958,maharashtra,2020-08-01,409781.0,686690.0,GSTR-1
2959,maharashtra,2020-08-01,1281624.0,1395892.0,GSTR-3
2960,maharashtra,2020-09-01,1239951.0,1408098.0,GSTR-1
2961,maharashtra,2020-09-01,1288324.0,1408098.0,GSTR-3
2962,maharashtra,2020-10-01,414989.0,587071.0,GSTR-1
2963,maharashtra,2020-10-01,1297068.0,1413160.0,GSTR-3
2964,maharashtra,2020-11-01,418637.0,562582.0,GSTR-1
2965,maharashtra,2020-11-01,1307243.0,1410829.0,GSTR-3
2966,maharashtra,2020-12-01,1274798.0,1406326.0,GSTR-1
2967,maharashtra,2020-12-01,1318797.0,1406326.0,GSTR-3
2968,maharashtra,2021-01-01,597175.0,685313.0,GSTR-1
2969,maharashtra,2021-01-01,632169.0,685252.0,GSTR-3
2970,maharashtra,2021-02-01,610502.0,667446.0,GSTR-1
2971,maharashtra,2021-02-01,645087.0,667048.0,GSTR-3
2972,maharashtra,2021-03-01,1298824.0,1363993.0,GSTR-1
2973,maharashtra,2021-03-01,1338717.0,1363993.0,GSTR-3
2974,maharashtra,2021-04-01,699318.0,747626.0,GSTR-1
2975,maharashtra,2021-04-01,721713.0,747626.0,GSTR-3
2976,maharashtra,2021-05-01,704434.0,754952.0,GSTR-1
2977,maharashtra,2021-05-01,727315.0,754952.0,GSTR-3
2978,maharashtra,2021-06-01,1305452.0,1378095.0,GSTR-1
2979,maharashtra,2021-06-01,1340182.0,1378095.0,GSTR-3
2980,maharashtra,2021-07-01,706773.0,758000.0,GSTR-1
2981,maharashtra,2021-07-01,726901.0,758000.0,GSTR-3
2982,maharashtra,2021-08-01,719668.0,766789.0,GSTR-1
2983,maharashtra,2021-08-01,742247.0,766789.0,GSTR-3
2984,maharashtra,2021-09-01,1329337.0,1410553.0,GSTR-1
2985,maharashtra,2021-09-01,1367947.0,1410553.0,GSTR-3
2986,maharashtra,2021-10-01,715755.0,767229.0,GSTR-1
2987,maharashtra,2021-10-01,736237.0,767229.0,GSTR-3
2988,maharashtra,2021-11-01,726036.0,779513.0,GSTR-1
2989,maharashtra,2021-11-01,746001.0,779513.0,GSTR-3
2990,maharashtra,2021-12-01,1347815.0,1443943.0,GSTR-1
2991,maharashtra,2021-12-01,1383178.0,1443943.0,GSTR-3
2992,maharashtra,2022-01-01,724734.0,783108.0,GSTR-1
2993,maharashtra,2022-01-01,743022.0,783108.0,GSTR-3
2994,maharashtra,2022-02-01,732963.0,793830.0,GSTR-1
2995,maharashtra,2022-02-01,751210.0,793830.0,GSTR-3
2996,maharashtra,2022-03-01,1326316.0,1468416.0,GSTR-1
2997,maharashtra,2022-03-01,1358224.0,1468416.0,GSTR-3
2998,maharashtra,2022-04-01,705463.0,804151.0,GSTR-1
2999,maharashtra,2022-04-01,718464.0,804151.0,GSTR-3
3000,maharashtra,2022-05-01,684260.0,814447.0,GSTR-1
3001,maharashtra,2022-05-01,683123.0,814447.0,GSTR-3
3002,andhra pradesh,2017-07-01,176259.0,198028.0,GSTR-1
3003,andhra pradesh,2017-07-01,189428.0,198028.0,GSTR-3
3004,andhra pradesh,2017-08-01,110276.0,129603.0,GSTR-1
3005,andhra pradesh,2017-08-01,201346.0,209596.0,GSTR-3
3006,andhra pradesh,2017-09-01,191597.0,216950.0,GSTR-1
3007,andhra pradesh,2017-09-01,208999.0,216950.0,GSTR-3
3008,andhra pradesh,2017-10-01,113568.0,129192.0,GSTR-1
3009,andhra pradesh,2017-10-01,198297.0,208658.0,GSTR-3
3010,andhra pradesh,2017-11-01,116443.0,132744.0,GSTR-1
3011,andhra pradesh,2017-11-01,200298.0,214751.0,GSTR-3
3012,andhra pradesh,2017-12-01,192880.0,215764.0,GSTR-1
3013,andhra pradesh,2017-12-01,201476.0,215764.0,GSTR-3
3014,andhra pradesh,2018-01-01,118083.0,134716.0,GSTR-1
3015,andhra pradesh,2018-01-01,204045.0,219257.0,GSTR-3
3016,andhra pradesh,2018-02-01,119349.0,136843.0,GSTR-1
3017,andhra pradesh,2018-02-01,206905.0,223004.0,GSTR-3
3018,andhra pradesh,2018-03-01,201025.0,226630.0,GSTR-1
3019,andhra pradesh,2018-03-01,210539.0,226630.0,GSTR-3
3020,andhra pradesh,2018-04-01,132340.0,171611.0,GSTR-1
3021,andhra pradesh,2018-04-01,212413.0,240045.0,GSTR-3
3022,andhra pradesh,2018-05-01,134305.0,177364.0,GSTR-1
3023,andhra pradesh,2018-05-01,215757.0,247611.0,GSTR-3
3024,andhra pradesh,2018-06-01,209295.0,252576.0,GSTR-1
3025,andhra pradesh,2018-06-01,218497.0,252576.0,GSTR-3
3026,andhra pradesh,2018-07-01,137383.0,182214.0,GSTR-1
3027,andhra pradesh,2018-07-01,221761.0,256692.0,GSTR-3
3028,andhra pradesh,2018-08-01,138656.0,179895.0,GSTR-1
3029,andhra pradesh,2018-08-01,225339.0,257705.0,GSTR-3
3030,andhra pradesh,2018-09-01,217813.0,256988.0,GSTR-1
3031,andhra pradesh,2018-09-01,228318.0,256988.0,GSTR-3
3032,andhra pradesh,2018-10-01,141980.0,177277.0,GSTR-1
3033,andhra pradesh,2018-10-01,232105.0,259488.0,GSTR-3
3034,andhra pradesh,2018-11-01,143805.0,180013.0,GSTR-1
3035,andhra pradesh,2018-11-01,234337.0,264815.0,GSTR-3
3036,andhra pradesh,2018-12-01,227763.0,268317.0,GSTR-1
3037,andhra pradesh,2018-12-01,237693.0,268317.0,GSTR-3
3038,andhra pradesh,2019-01-01,146684.0,180726.0,GSTR-1
3039,andhra pradesh,2019-01-01,239879.0,271955.0,GSTR-3
3040,andhra pradesh,2019-02-01,147382.0,181857.0,GSTR-1
3041,andhra pradesh,2019-02-01,242598.0,276045.0,GSTR-3
3042,andhra pradesh,2019-03-01,232025.0,279089.0,GSTR-1
3043,andhra pradesh,2019-03-01,244834.0,279089.0,GSTR-3
3044,andhra pradesh,2019-04-01,154585.0,211912.0,GSTR-1
3045,andhra pradesh,2019-04-01,241945.0,280184.0,GSTR-3
3046,andhra pradesh,2019-05-01,155117.0,206448.0,GSTR-1
3047,andhra pradesh,2019-05-01,243229.0,279810.0,GSTR-3
3048,andhra pradesh,2019-06-01,235593.0,281946.0,GSTR-1
3049,andhra pradesh,2019-06-01,244845.0,281946.0,GSTR-3
3050,andhra pradesh,2019-07-01,157255.0,201438.0,GSTR-1
3051,andhra pradesh,2019-07-01,247258.0,285278.0,GSTR-3
3052,andhra pradesh,2019-08-01,158194.0,199209.0,GSTR-1
3053,andhra pradesh,2019-08-01,248662.0,286753.0,GSTR-3
3054,andhra pradesh,2019-09-01,240502.0,287263.0,GSTR-1
3055,andhra pradesh,2019-09-01,249621.0,287263.0,GSTR-3
3056,andhra pradesh,2019-10-01,160202.0,197620.0,GSTR-1
3057,andhra pradesh,2019-10-01,251424.0,287909.0,GSTR-3
3058,andhra pradesh,2019-11-01,162191.0,193704.0,GSTR-1
3059,andhra pradesh,2019-11-01,253679.0,286336.0,GSTR-3
3060,andhra pradesh,2019-12-01,245242.0,286760.0,GSTR-1
3061,andhra pradesh,2019-12-01,255885.0,286760.0,GSTR-3
3062,andhra pradesh,2020-01-01,162710.0,192119.0,GSTR-1
3063,andhra pradesh,2020-01-01,256517.0,287132.0,GSTR-3
3064,andhra pradesh,2020-02-01,162003.0,188319.0,GSTR-1
3065,andhra pradesh,2020-02-01,257452.0,284734.0,GSTR-3
3066,andhra pradesh,2020-03-01,238455.0,283250.0,GSTR-1
